sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,Unnamed: 16,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,props_gpt4_majority,res1_y.1,gpt_props1_y.1,res2_y.1,gpt_props2_y.1,res3_y.1,gpt_props3_y.1
5272,[],"We will be demanding the opportunity to present testimony to the committee and will likewise be demanding that Judge and others be subpoenaed to testify,” Avenatti wrote on Twitter.",Parallelism,['gramatical_structure_(parison)'],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'demanding' in both clauses creates a sense of parity among longer clauses through repetition, indicating the presence of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'demanding' in the sentence demonstrates grammatical structure parallelism (parison).""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'demanding' creates parity among longer clauses, demonstrating the use of parison as a form of parallelism.""
}",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The statement demonstrates parallelism in grammatical structure with the repeated use of 'will be demanding' and 'be subpoenaed', creating a sense of parity and coherence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example demonstrates parallelism in grammatical structure through the repetition of 'will be demanding' and 'be subpoenaed to testify', creating parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The use of 'will be demanding' and 'will likewise be demanding' creates a grammatical structure that demonstrates parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)']
5285,[],"https://t.co/zHBz4gKpkf — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text presents a comparison of the past perception of climate change as a theory and the current reality of climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [
    ""grammatical structure (parison)"",
    ""comparison (parallelism in argument)""
  ],
  ""Explanation"": ""The tweet uses the grammatical structure of parison in the repetition of 'TDS' (Trump Derangement Syndrome) and 'MAGA' (Make America Great Again). It also employs comparison in parallelism to contrast the past view of climate change with the current reality.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']","{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument, as it compares the past belief about climate change with the current reality.""
}",['comparison_(parallelism_in_argument)'],[],['comparison_(parallelism_in_argument)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the belief that climate change was a theory in the past with the fact that it is now a reality."" 
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument to compare the past and present perspectives on climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present in the tweet, comparing the previous belief in climate change as a theory to the current reality of climate change."" 
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The tweet contains an example of parallelism in argument, comparing the perception of climate change from the past to the present.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is seen in the tweet where it contrasts 'Yesterday climate change was a theory' with 'Today climate change is the reality.'""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The tweet contains a form of parallelism in argument by comparing the past (yesterday) to the present (today) in the context of climate change.""
}",['comparison_(parallelism_in_argument)']
5383,[],Jeff begins the interview by making clear his belief that there were multiple active shooters targeting different places in Las Vegas on the night of the attack.,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The structure of the clauses is parallel with repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'places in Las Vegas' and 'on the night of the attack' creates a parallel grammatical structure in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'making clear his belief that' creates parity among longer clauses, fulfilling the definition of parison.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'that there were' and 'targeting different places' shows parity among longer clauses from repetition, indicating grammatical structure parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'that there were' at the beginning of the clauses demonstrates the use of parison in the example text.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits parity among longer clauses through repetition, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'that there were multiple active shooters targeting different places'."" 
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The text uses isocolon with equal syllable length in the phrases 'multiple active shooters targeting different places' and 'in Las Vegas on the night of the attack'. This helps to create coherence and emphasizes the multiple aspects of the situation.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of the structure 'multiple active shooters targeting different places' creates a balance and repetition in the clauses, indicating grammatical parallelism.""
}",['grammatical_structure_(parison)']
5438,[],I wanted them to know that I listened.”,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'I wanted them to know' creates a grammatical structure of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'I wanted' and 'them to know' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The example text demonstrates equal syllable length in adjacent clauses (I wanted them to know) and grammatical structure parity with repetition (that I listened).""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']",[],['grammatical_structure_(parison)'],-1,,"{
    ""Properties"": [""in syllables (isocolon)""],
    ""Explanation"": ""This text exhibits the property of in syllables (isocolon) as the adjacent phrases 'I wanted them to know' and 'that I listened' have equal syllable length, helping the consecutive statements to cohere as a set.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text has two adjacent phrases with equal syllable length, 'I wanted them to know' and 'that I listened', demonstrating isocolon parallelism.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text contains adjacent phrases with equal syllable length, contributing to the cohesion of the consecutive statements.""
}",['in_syllables_(isocolon)'],[],"{
  ""Properties"": [""in stress patterns""],
  ""Explanation"": ""The example exhibits an iambic stress pattern with the alternation of stressed and unstressed syllables: 'I wanted them to know that I LISTened.'""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The sentence exhibits an alternating stressed and unstressed syllable pattern, characteristic of iambic parameter: 'I wanted them to know that I listened.' (da-DUM da-DUM da-DUM da-DUM da-DUM).""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not exhibit any examples of parallelism properties. The sentence is a simple statement with no parallel structure or comparison present.""
}",[]
5529,[],"Days ago the president threatened to withhold American aid from Honduras, Guatemala and El Salvador if the flow of immigrants wasn’t stopped.",Parallelism,[],[],[],"``` 
{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Honduras, Guatemala and El Salvador' creates parity among longer clauses.""
}
```",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains a comparison parallelism in argument, comparing the threat made by the president in the past to the current situation.""
}",['comparison_(parallelism_in_argument)'],"```{
  ""Properties"": [
    ""grammatical structure (parison)"",
    ""comparison (parallelism in argument)""
  ],
  ""Explanation"": ""The use of 'if the flow of immigrants wasn’t stopped' and 'if the flow of immigrants wasn’t stopped' demonstrates the repetition of grammatical structure, and the comparison of the situation before and after.""
}```","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of repetition in 'Honduras, Guatemala and El Salvador' creates parity among longer clauses, indicating the presence of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the past threat of withholding aid with the current flow of immigrants.""
}",['comparison_(parallelism_in_argument)'],timeout,[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure, with the repetition of 'Honduras, Guatemala and El Salvador'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present, as the sentence compares the past action of threatening to withhold aid with the current situation of the flow of immigrants.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The sentence uses parallelism in argument by comparing the past action of threatening to withhold aid with the condition that needed to be met in order to prevent the action from being realized.""
}",['comparison_(parallelism_in_argument)']
5582,[],"©2018 The Atlanta Journal-Constitution (Atlanta, Ga.), Distributed by Tribune Content Agency, LLC.",Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the past perception of climate change with the current reality.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the past and present views on climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text uses the repeated structure 'That's the kind of' to create a parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],[],['comparison_(parallelism_in_argument)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses the property of comparison, as it contrasts the belief about climate change in the past with the present reality.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text demonstrates the use of grammatical structure parallelism with repeated phrases 'The Atlanta Journal-Constitution' and 'Atlanta, Ga.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the past belief about climate change with the current reality.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not exhibit any of the properties of Parallelism listed.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any examples of the specified properties of parallelism. It is a copyright and distribution statement for a news article."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any of the listed properties of parallelism. It is a copyright statement and does not exhibit parallel structure."" 
}",[]
6125,[],They know that.,Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The two phrases 'They know that' have equal syllable length, creating a sense of cohesion and balance.""
}",['in_syllables_(isocolon)'],"{
    ""Properties"": [""in syllables (isocolon)""],
    ""Explanation"": ""The two phrases 'They stand against us' and 'we stand in their way' have equal syllable length, creating cohesion in the consecutive statements.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The two phrases have equal syllable length and a repeated grammatical structure.""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']",[],['in_syllables_(isocolon)'],-1,,"{
  ""Properties"": [
    ""in syllables (isocolon)""
  ],
  ""Explanation"": ""The example text 'They know that.' does not exhibit any parallelism properties based on stress patterns, grammatical structure, or comparison. However, it does display parallelism in syllables, as 'They know that.' consists of two adjacent phrases with equal syllable length. This helps the consecutive statements to cohere as a set.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text 'They know that' contains adjacent phrases with equal syllable length, demonstrating the property of isocolon.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The two statements 'They know' and 'that' have equal syllable length, indicating the use of isocolon.""
}",['in_syllables_(isocolon)'],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The phrase 'They know that' consists of two words, each with one syllable, creating an equal syllable length for adjacent phrases.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The two words in the sentence have equal syllable length, creating a sense of balance and cohesion.""
}",['in_syllables_(isocolon)'],"{
    ""Properties"": [""in syllables (isocolon)""],
    ""Explanation"": ""The text contains an equal number of syllables in each word, creating a sense of balance and cohesion.""
}",['in_syllables_(isocolon)']
6215,[],"The new nominees of bishops and many auxiliary bishops are, approximately, communist, Marxist, and socialist.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The use of 'communist, Marxist, and socialist' creates a grammatical structure of repetition (parison) and also a comparison of beliefs (parallelism in argument).""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']","```json
{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'The new nominees of bishops' and 'Many auxiliary bishops' creates a grammatical structure of parity among longer clauses.""
}
```",['grammatical_structure_(parison)'],"```json
{
    ""Properties"": [""grammatical structure"", ""comparison""],
    ""Explanation"": ""The example text exhibits parallelism in its grammatical structure by repeating the phrase 'are' in each of the descriptors. It also demonstrates parallelism in comparison by presenting a series of comparable ideologies.""
}
```","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],"['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",-1,,"```json
{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The adjacent phrases 'communist, Marxist, and socialist' have equal syllable length, creating a sense of cohesion.""
}
```",['in_syllables_(isocolon)'],"``` 
{
  ""Properties"": [""parison""],
  ""Explanation"": ""The example text exhibits the property of parison, where longer clauses are in parity and are repeated with slight variation.""
}
```",[''],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text presents a comparison between the nominees for bishops and auxiliary bishops, establishing their political leanings as communist, Marxist, and socialist.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The parallel structure of the adjectives 'communist, Marxist, and socialist' reflects a grammatical structure (parison) with the repetition of similar clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The sentence uses parallelism in comparisons by listing similar ideologies (communist, Marxist, socialist) to emphasize the similarity and potentially argue against their appointment as bishops."" 
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in stress patterns""],
  ""Explanation"": ""The statement exhibits stress pattern parallelism by alternating stressed and unstressed syllables, as seen in the repetition of the adjectives 'communist, Marxist, and socialist'.""
}",['in_stress_patterns_(iambic_parameter)']
6331,[],It is impossible to do all this without God’s assistance.,Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by comparing doing things with and without God's assistance.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in syllables""],
  ""Explanation"": ""The two phrases 'to do all this' and 'God's assistance' have equal syllable length, contributing to the cohesion of the statement.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The adjacent phrases 'impossible to do all this without' and 'God’s assistance' have equal syllable length, creating a sense of cohesion in the statement.""
}",['in_syllables_(isocolon)'],[],['in_syllables_(isocolon)'],-1,,"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text exhibits parallelism in syllables (isocolon) as the adjacent phrases 'impossible to do all this' and 'God's assistance' have equal syllable length.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The adjacent phrases have equal syllable length, helping the consecutive statements to cohere as a set.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text exhibits the property of isocolon, as the two adjacent phrases have equal syllable length: 'impossible to do all this' and 'without God's assistance.'""
}",['in_syllables_(isocolon)'],[],"{
  ""Properties"": [""stress patterns""],
  ""Explanation"": ""The phrase 'impossible to do all this' contains the iambic stress pattern, with the alternating stressed and unstressed syllables ('im-POSS-i-ble' and 'to DO all THIS').""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure, with the repetition of 'to do all this without God’s assistance.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence uses grammatical structure parallelism by repeating the phrase 'to do all this without God’s assistance.'""
}",['grammatical_structure_(parison)']
6497,[],"Lew said he feels vindicated to some extent, but is concerned anti-Semitism is still a problem within student government.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'is concerned' and 'still a problem within student government' creates a grammatical structure known as parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The parallelism in the argument is used to compare the perception of the speaker before and after.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument by comparing the past and present situations regarding anti-Semitism within student government.""
}",['comparison_(parallelism_in_argument)'],[],['comparison_(parallelism_in_argument)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits parallelism in grammatical structure with the repetition of 'he feels vindicated to some extent, but is concerned'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'to some extent' and 'still a problem' creates parity among longer clauses, demonstrating the use of parison in the example text.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'vindicated to some extent' and 'concerned' creates a parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repeated pattern 'Lew said he feels...but is concerned...'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence contains grammatical structure parallelism, as it features repetition with the structure 'he feels...but is concerned'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'feels vindicated' and 'is concerned' presents a comparison in the argument, indicating a contrast between feeling vindicated to some extent and being concerned about the persistence of anti-Semitism within student government.""
}",['comparison_(parallelism_in_argument)']
6544,[],"There is no way to spin this, there is no defense, today the mask came off.",Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The phrases 'there is no way to spin this' and 'there is no defense' have equal syllable length, creating cohesion between the consecutive statements.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'there is no' creates parity among longer clauses, demonstrating parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'there is no' at the beginning of each phrase creates a grammatical structure that gives the sentences parity and cohesion.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text contains adjacent phrases with equal syllable length, such as 'there is no way to spin this, there is no defense'. This helps the consecutive statements cohere as a set.""
}",['in_syllables_(isocolon)'],"```{
  ""Properties"": [
    ""in syllables (isocolon)""
  ],
  ""Explanation"": ""The example text demonstrates the use of isocolon through the equal syllable length in the consecutive clauses 'there is no way to spin this' and 'there is no defense'.""
}```",['in_syllables_(isocolon)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains parallelism in argument as it contrasts the situation before and after, emphasizing the change that has occurred.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text uses repetition with the structure 'there is no...' to create parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The use of 'there is no way to spin this', 'there is no defense' and 'today the mask came off' shows parity among longer clauses through repetition, indicating the use of grammatical structure (parison).""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'there is no way to...' and 'there is no...' exhibits grammatical structure parity, creating a sense of balance and emphasis.""
}",['grammatical_structure_(parison)']
6670,[],"Whether they heard anything or not, the consequences have been unmistakable — symptoms ranging from nosebleeds, nausea, dizziness and severe headaches to mild brain damage and permanent hearing or memory loss.",Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The text uses isocolon by repeating symptoms with equal syllable length, and it also employs comparison in the argument by contrasting the consequences before and after a certain event."" 
}","['in_syllables_(isocolon)', 'comparison_(parallelism_in_argument)']","```json
        {
          ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
          ""Explanation"": ""The example text contains equal syllable length and repetition of structure in the list of symptoms, creating a sense of cohesion and parallelism.""
        }
```","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text contains adjacent phrases with equal syllable length, such as 'nosebleeds, nausea, dizziness' and 'permanent hearing or memory loss'.""
}",['in_syllables_(isocolon)'],[],"['in_syllables_(isocolon)', 'comparison_(parallelism_in_argument)']",-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'Whether...or not' sets up a comparison between two possibilities, highlighting the consequences that followed.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text uses the grammatical structure of parison through repetition of 'whether they heard anything or not' and 'symptoms ranging from...'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The text uses parallelism in argument to compare the consequences of a situation. It also demonstrates isocolon by having adjacent phrases with equal syllable length.""
}","['in_syllables_(isocolon)', 'comparison_(parallelism_in_argument)']",[],"{
  ""Properties"": [""in syllables (isocolon)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The example uses isocolon with a repeating structure of symptoms, demonstrating parallelism in the list of consequences. It also employs comparison to contrast the lack of hearing with the clear and diverse symptoms experienced.""
}","['in_syllables_(isocolon)', 'comparison_(parallelism_in_argument)']","{
  ""Properties"": [
    ""in syllables (isocolon)""
  ],
  ""Explanation"": ""The example exhibits the property of in syllables (isocolon) because the adjacent phrases 'nosebleeds, nausea, dizziness and severe headaches' and 'mild brain damage and permanent hearing or memory loss' have equal syllable length, which helps create coherence and balance in the sentence.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The sentence exhibits grammatical structure parallelism by repeating the structure in the list of symptoms: 'from nosebleeds, nausea, dizziness and severe headaches to mild brain damage and permanent hearing or memory loss'.""
}",['grammatical_structure_(parison)']
6745,[],"O’Malley was not only a member of the pope’s “G9” group of close advisors; he was also the man who sought to clean up the abuse scandal in Boston after the departure of his predecessor, Cardinal Bernard Law, whose shifting of predator priests to new posts was exposed by the Boston Globe and chronicled in the movie “Spotlight.”",Parallelism,['gramatical_structure_(parison)'],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"```json
{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison between how climate change was viewed in the past and how it is viewed today, indicating a change in perspective.""
}
```",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text contains a repetition of the grammatical structure 'he was also the man who', which indicates the use of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'he was also' creates parity among longer clauses in the sentence.""
}",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in its grammatical structure by repeating the format 'he was also' for each part of the statement.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The sentence exhibits parallelism in its grammatical structure with the repetition of 'he was' at the beginning of each clause.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of the structure 'not only... but also' creates parallelism in grammatical structure.""
}",['grammatical_structure_(parison)']
6799,[],"The footage goes how to show two men attempt to help a victim who had apparently been shot, eventually resorting to covering up the body after they realized it was simply too late.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'to' in 'how to show' and 'to covering up' creates grammatical structure parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""in syllables (isocolon)""
  ],
  ""Explanation"": ""The example text exhibits equal syllable length in the phrases 'two men attempt to help a victim' and 'covering up the body after they realized it was simply too late.'""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits parity among longer clauses through repetition, indicating the use of parison.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'how to show' and 'to covering up' creates a grammatical structure, indicating the use of parison in the text.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains an example of parallelism in argument, comparing the belief about climate change in the past and present.""
}",['comparison_(parallelism_in_argument)'],"``` 
{
    ""Properties"": [""grammatical structure (parison)""],
    ""Explanation"": ""The example text exhibits parallelism in grammatical structure with the repetition of 'had apparently been shot' and 'realized it was simply too late'.""
}
```",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits a form of parallelism in its grammatical structure, as it presents two similar clauses in a repeated pattern: 'to show two men attempt to help a victim' and 'to covering up the body'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of 'to show' and 'to help' in the first clause followed by 'resorting to' and 'covering up' in the second clause represents a grammatical structure parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'to' in 'to show' and 'to help' creates a grammatical structure that parallels the two actions in the sentence.""
}",['grammatical_structure_(parison)']
