sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,Unnamed: 16,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'in every possible way' and 'as few people are these days' demonstrates parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'vindicated in every possible way' and 'isolated as few people are' demonstrates the use of parison, with a parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'vindicated in every possible way' and 'isolated as few people are' shows parity among longer clauses in grammatical structure.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text shows parallelism in grammatical structure through the repetition of 'he is' and 'as few people are'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'has been vindicated' and 'he is isolated' exhibits parity among longer clauses through repetition, indicating the presence of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The sentence has parity among longer clauses with the repetition of 'in every possible way' and 'as few people are these days'.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'in every possible way' and 'as few people are these days'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'in every possible way' and 'as few people are these days'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'in every possible way' and 'as few people are these days'.""
}",['grammatical_structure_(parison)']
7818,[],But really it comes down to the British government.,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates a parison, or parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'But really' implies a comparison between different factors, in this case, attributing the outcome to the British government.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The two adjacent phrases 'really it comes down' and 'to the British government' have equal syllable length, creating a sense of cohesion.""
}",['in_syllables_(isocolon)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition 'it comes down to' creates parity among longer clauses""
}",['grammatical_structure_(parison)'],"```json
    {
      ""Properties"": [""comparison""],
      ""Explanation"": ""The text uses parallelism in argument by comparing the situation to the British government.""
    }
```",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of the phrase 'That's the kind of' creates parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'But really it comes down to the' in both phrases.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'it comes down to the' in 'But really it comes down to the British government.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'But really it comes down to' in both phrases.""
}",['grammatical_structure_(parison)']
7975,[],Laws are for conservatives.,Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The sentence sets up a comparison between laws and conservatives, implying a correlation or similarity.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' at the beginning of each clause shows parity among longer clauses, indicating parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' in the example text shows parity among longer clauses, demonstrating the use of parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure of 'That's the kind of' creates parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'Laws are for conservatives.' compares the attitude towards laws for a specific group of people, demonstrating parallelism in argument.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Laws are for' followed by different nouns 'conservatives' and 'liberals' demonstrates grammatical structure (parison).""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The statement uses parallelism in argument by comparing the past perception of laws (yesterday) with the present perception (today) to make a point about conservatives.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The statement uses parallelism in argument by comparing the past perception of laws with the current perception, highlighting a shift in attitude.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The statement uses parallelism in argument by comparing the past perception of laws with the present perception, highlighting a shift in attitude.""
}",['comparison_(parallelism_in_argument)']
8482,[],Completing this poll grants you access to Freedom Outpost updates free of charge.,Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The example text shows equal syllable length and grammatical structure in the repetition of the phrase 'grants you access to Freedom Outpost updates free of charge.'""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text demonstrates the use of isocolon with equal syllable length in the phrases 'grants you access' and 'Freedom Outpost updates'.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits parity among longer clauses with the repetition of 'grants you access to' and 'Freedom Outpost updates free of charge'.""
}",['grammatical_structure_(parison)'],[],"['in_syllables_(isocolon)', 'grammatical_structure_(parison)']",-1,,"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text contains parallelism in syllables (isocolon) with 'completing this poll' and 'grants you access to' having equal syllable length.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text contains equal syllable length in the phrases 'grants you access' and 'Freedom Outpost updates free of charge', creating cohesion and emphasis.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text demonstrates the use of parallelism in grammatical structure, with the repetition of the phrase 'grants you access to'."" 
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parallelism in grammatical structure with the repetition of 'grants you access to Freedom Outpost updates free of charge.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits the property of parison, as it repeats the grammatical structure 'grants you access to' in the phrase 'Completing this poll grants you access to Freedom Outpost updates'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parallelism in grammatical structure with the repetition of 'grants you access to Freedom Outpost updates free of charge.'""
}",['grammatical_structure_(parison)']
8515,[],"I don't know that I would go quite that far, after all, the settlement does state that ""the government expressly acknowledges that non-automatic firearms up to .50-caliber – including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms – are not inherently military.""",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'after all' at the beginning of adjacent clauses creates a parallel grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text shows parallelism through the repetition of the phrase 'such as the popular AR-15 and similar firearms' within the same sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'the settlement does state that' creates a parallel grammatical structure.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits the property of parallelism in grammatical structure with the repetition of 'including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits parallelism in grammatical structure with the repetition of 'after all, the settlement does state that' and 'including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison between past and present views on climate change, indicating a shift from theory to reality.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of repetition in the clause 'modern semi-auto sporting rifles such as the popular AR-15 and similar firearms' demonstrates the grammatical structure of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'non-automatic firearms up to .50-caliber' and 'modern semi-auto sporting rifles such as the popular AR-15 and similar firearms.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms' creates a grammatical structure of parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)']
8594,[],"Ever since Adam and Eve committed the Original Sin, every living creature is subject to it.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates a grammatical structure that is parallel in form.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Ever since...every' creates parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'is' in 'committed' and 'is' creates a grammatical structure of parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text uses grammatical structure parallelism by repeating the phrase 'X is subject to it' in a parallel structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text has parity among longer clauses from repetition, making use of grammatical structure parallelism (parison).""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""comparison""
  ],
  ""Explanation"": ""The example text exhibits parallelism in argument by comparing the state of living creatures before and after the Original Sin."" 
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure by repeating the pattern 'Every [noun phrase] is subject to it.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'Every' at the beginning of each clause.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'Every' at the beginning of each clause.""
}",['grammatical_structure_(parison)']
8683,[],"Therefore he that resisteth the power, resisteth the ordinance of God, and they that resist purchase to themselves eternal damnation.",Parallelism,['gramatical_structure_(parison)'],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The example text exhibits the property of parison with the repetition of the grammatical structure 'he that resisteth' and 'they that resist'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""in syllables (isocolon)""
  ],
  ""Explanation"": ""The example text uses isocolon as the adjacent phrases 'resisteth the power' and 'resisteth the ordinance of God' have equal syllable length.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits parity among longer clauses through repetition, making use of the property of parison.""
}",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits grammatical structure parallelism (parison) by repeating the structure 'he that resisteth the power, resisteth the ordinance of God' and 'they that resist purchase to themselves eternal damnation'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits grammatical structure parallelism, as it repeats the structure 'he that resisteth...'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'he that resisteth' and 'they that resist'.""
}",['grammatical_structure_(parison)']
8724,[],"Though House officials suspected that equipment was being stolen, the Capitol Police did not search their homes, The Daily Caller News Foundation learned, and did not ban them from the network until nearly a year later.",Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in the argument is present, as it compares the actions of House officials and the Capitol Police regarding the suspected theft of equipment.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'and did not' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'did not' at the beginning of two consecutive clauses creates a grammatical structure of parison.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'did not' in the sentence creates parity among longer clauses, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure 'did not [verb phrase]' in the example text shows parity among longer clauses, indicating the use of grammatical structure parallelism (parison).""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parity among longer clauses through repetition, with the repetition of 'the Capitol Police did not'."" 
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'did not' at the beginning of each clause.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of 'did not' in both clauses creates a parallel grammatical structure, indicating parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'did not' at the beginning of both clauses creates a parallel grammatical structure, indicating parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)']
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'clarification' and 'such clarification' demonstrates parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure 'clarification was ever needed...such clarification has now been provided' demonstrates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"``` 
{
    ""Properties"": [""grammatical structure""],
    ""Explanation"": ""The repetition of the phrase 'clarification has now been provided' demonstrates parity among longer clauses, using the parison property of parallelism.""
}
```",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,timeout,[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parallelism in grammatical structure through the repetition of 'clarification has now been provided for the Church at large.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'clarification' and 'such clarification' creates a parison, providing parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in its grammatical structure, with the repetition of 'clarification' and 'such clarification' creating parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'clarification' and 'such clarification'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'clarification has now been provided' and 'for the Church at large'.""
}",['grammatical_structure_(parison)']
9077,[],The president also pointed out that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court.,Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present, as the text presents a comparison between the actions of Donnelly and his fellow Democrats.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'opposed' and 'attacking and voting against' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"```json
{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'opposed' and 'attacking and voting against' creates a grammatical structure that exhibits parity among longer clauses.""
}
```",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text showcases grammatical structure parallelism in the repetition of 'opposed' and 'attacking and voting against'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains a comparison between Donnelly's opposition to tax cuts and his voting against Justice Brett Kavanaugh's confirmation, which reflects parallelism in argument.""
}",['comparison_(parallelism_in_argument)'],"``` 
{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The text exhibits parallelism in its grammatical structure with the repetition of 'opposed' and 'attacking and voting against', as well as comparison in the argument by contrasting Donnelly's opposition to tax cuts with his actions against Justice Brett Kavanaugh's confirmation.""
}
```","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure by repeating the pattern 'opposed...and joined...and attacking...and voting against'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure by repeating the pattern 'opposed... and joined... in attacking and voting against'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure by repeating the pattern 'opposed... and joined with... in attacking and voting against'. This creates a sense of balance and cohesion in the sentence.""
}",['grammatical_structure_(parison)']
9235,[],He said he spoke with Trump to make sure that the president wasn’t actually issuing an order.,Parallelism,[],[],[],timeout,[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'He said' and 'the president wasn’t actually issuing an order' demonstrates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'He said' and 'to make sure that' demonstrates parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains a comparison between the past and present views of climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text is using parallelism in argument to compare the past and present regarding climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repeated structure 'He said...that the president wasn’t actually issuing an order' exhibits parity among longer clauses, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'he spoke with Trump' and 'the president wasn’t actually issuing an order'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'he spoke with Trump' and 'the president wasn’t actually issuing an order'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'he said' and 'to make sure' creates a grammatical structure of parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)']
9329,[],Solemnly professed:,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits repetition of the grammatical structure in the form of parallel clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text shows parity among longer clauses with repetition, indicating the use of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The adjacent phrases 'Solemnly professed' and 'deeply committed' have equal syllable length, creating coherence as a set.""
}",['in_syllables_(isocolon)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text 'Solemnly professed' exhibits the property of isocolon as the two words have equal syllable length and help to create a cohesive and balanced expression.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The text 'Solemnly professed' consists of two adjacent words with equal syllable length, demonstrating the use of isocolon parallelism.""
}",['in_syllables_(isocolon)'],"```json
        {
            ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
            ""Explanation"": ""The text contains equal syllable length and grammatical structure repetition, with the phrase 'Solemnly professed' repeated in the example.""
        }
```","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']",[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The phrase 'Solemnly professed' consists of three syllables in each word, creating a sense of balance and cohesion.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The phrase 'Solemnly professed' consists of two words with equal syllable length, creating a sense of balance and cohesion.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The phrase 'Solemnly professed' follows an iambic stress pattern with alternating stressed and unstressed syllables.""
}",['in_stress_patterns_(iambic_parameter)']
9396,[],Also on communion between the communities.,Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The adjacent phrases 'on communion between the communities' have equal syllable length, creating a sense of cohesion and balance.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables""],
  ""Explanation"": ""The two phrases 'communion between the communities' have equal syllable length, creating a sense of cohesion.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'Also' at the beginning of each phrase creates a grammatical structure (parison).""
}",['grammatical_structure_(parison)'],[],['in_syllables_(isocolon)'],-1,,"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not exhibit any of the listed properties of Parallelism.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not exhibit any of the properties of Parallelism."" 
}",[],"{
    ""Properties"": [""parison""],
    ""Explanation"": ""The example text demonstrates parallelism in its grammatical structure, with the repetition of 'between the communities.'""
}",[''],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of 'between the communities' creates a grammatical structure of parallelism by repeating the prepositional phrase in a balanced and symmetrical way.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'between the communities' creates a grammatical structure of parallelism by repeating the prepositional phrase in a balanced and symmetrical way.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of 'on communion between the communities' demonstrates grammatical structure parallelism by repeating the prepositional phrase 'on communion' in a coordinated manner.""
}",['grammatical_structure_(parison)']
9437,[],"Sr. Enrica Rosanna, the representative of the Vatican’s Congregation for Religious told them that the “two great challenges to our contemplative life” are “the challenge of globalization and the challenge of irrelevancy.” She warned the nuns against bringing vocations from other countries to keep their monasteries alive, dropping a hint about what now seems to be a particular obsession of the Congregation.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of the phrase 'the challenge of' creates a grammatical structure of parity among the longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits the property of parallelism in grammatical structure through the repetition of 'the challenge of' in the phrases 'the challenge of globalization' and 'the challenge of irrelevancy.'""
}",['grammatical_structure_(parison)'],"``` 
{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of repetition in the phrases 'the challenge of globalization and the challenge of irrelevancy' demonstrates grammatical structure parallelism (parison).""
}
```",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text demonstrates the use of grammatical structure parallelism with the repetition of the phrase 'the challenge of' in the sentence 'the challenge of globalization and the challenge of irrelevancy.'""
}",['grammatical_structure_(parison)'],"```{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits the property of parison, as seen in the repetition of structure in the phrase 'the challenge of globalization and the challenge of irrelevancy.'""
}```",['grammatical_structure_(parison)'],"``` 

{
  ""Properties"": [""parison""],
  ""Explanation"": ""The example text exhibits the property of parison, as there is a parity among longer clauses with repetition.""
}
```",[''],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure is evident in the repetition of the phrase 'the challenge of' followed by different nouns, creating a grammatical structure known as parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure is evident in the repetition of the phrase 'the challenge of' followed by different nouns ('globalization' and 'irrelevancy'). This creates a sense of balance and emphasis on the challenges faced by the contemplative life.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure is evident in the repetition of the phrase 'the challenge of' followed by 'globalization' and 'irrelevancy', creating a grammatical structure (parison) for emphasis and coherence.""
}",['grammatical_structure_(parison)']
