sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt3.5 isCorrect,comments,ground truth,gpt4 isCorrect
4419,[16],"Meanwhile, Democrat election officials are marking ballots themselves and ?inding? boxes of them everywhere to try to get him to victory, and when confronted about that, Gillum says, ?very vote must be counted.?",Figures_of_word_choice,['synonyms'],['emphasis'],[],FALSE,['emphasis'],"{
""Properties"": [""emphasis""],
""Explanation"": ""The use of quotation marks around 'finding' implies skepticism or disbelief in the authenticity of the found ballots, creating an emphasis on the doubt surrounding the events.""
}",['emphasis'],"{
""Properties"": [""agnominatio""],
""Explanation"": ""The play on words is seen in the use of 'finding' in quotes to suggest that the ballots were not actually found but rather manipulated or fabricated.""
}",['agnominatio'],"{
""Properties"": [""ploce"", ""emphasis""],
""Explanation"": ""The use of 'vote' is repeated to emphasize the importance of each vote, while also implying a criticism of the election officials' actions.""
}","['ploce', 'emphasis']",FALSE,"{
""Properties"": [""correctio""],
""Explanation"": ""The use of 'finding' in quotes and the immediate correction with 'Every vote must be counted' suggests a deliberate mistake followed by a correction, allowing for alternative interpretations and implications.""
}",['correctio'],"{
""Properties"": [""correctio""],
""Explanation"": ""The use of 'finding' in quotes and the immediate correction with 'Every vote must be counted' suggests a deliberate mistake followed by a correction, allowing for alternative interpretations and implying dubious behavior by the Democrat election officials.""
}",['correctio'],"{
""Properties"": [""correctio"", ""emphasis""],
""Explanation"": ""The use of 'finding' in quotes and the statement 'Every vote must be counted' can be seen as a correctio, introducing alternative connotations or dubious interpretations. The emphasis on 'finding' and 'every vote' also suggests more than is actually stated, allowing for implication while maintaining deniability.""
}","['correctio', 'emphasis']",0,,0,0,GPT explanation doesn't reflect given sentence,['emphasis'],TRUE
4419,[16],"Meanwhile, Democrat election officials are marking ballots themselves and “finding” boxes of them everywhere to try to get him to victory, and when confronted about that, Gillum says, “Every vote must be counted.”",Verb_choices,['modality'],['modality'],['modality'],TRUE,[],"{
  ""Properties"": [""negation"", ""personification""],
  ""Explanation"": ""The use of 'marking ballots themselves' and 'finding boxes of them everywhere' suggests a personification of the election officials, endowing them with the human-like agency. The implication of election officials 'finding' boxes of ballots everywhere also hints at negation, as it contradicts the expected process of ballot collection and counting.""
}","['negation', 'personification']","{
  ""Properties"": [""negation"", ""personification""],
  ""Explanation"": ""The use of the verb 'finding' implies an action that is done intentionally, which contradicts the implication of 'finding' something by chance. This is an example of negation. Additionally, the phrase 'finding boxes of them everywhere' personifies the ballots, endowing them with the human-like agency of being 'found'."" 
}","['negation', 'personification']","{
  ""Properties"": [""negation"", ""multiplication""],
  ""Explanation"": ""The use of 'marking' and 'finding' implies a contradiction or denial (negation) of legitimate ballot handling, and the multiplication of actions ('marking ballots themselves' and 'finding boxes of them everywhere') amplifies the accusation of election fraud.""
}","['negation', 'multiplication']",FALSE,"{
  ""Properties"": [""negation"", ""personification""],
  ""Explanation"": ""The use of 'marking ballots themselves' and 'finding boxes of them everywhere' implies a sense of agency and action by the election officials, which is an example of personification. The phrase 'when confronted about that, Gillum says, 'Every vote must be counted'' contains a form of negation, as it contradicts the actions of the election officials.""
}","['negation', 'personification']","{
  ""Properties"": [""negation"", ""personification""],
  ""Explanation"": ""The use of 'marking ballots themselves' and 'finding' boxes of them everywhere implies a sense of contradiction or denial, indicating the presence of negation. Additionally, the personification of 'ballots' and 'boxes' as actively participating in the election process demonstrates the use of personification.""
}","['negation', 'personification']","{
  ""Properties"": [""negation"", ""personification""],
  ""Explanation"": ""The use of 'marking ballots themselves' and 'finding boxes of them everywhere' implies a sense of human agency to the election officials, which is an example of personification. Additionally, the phrase 'when confronted about that' implies a contradiction or denial of the actions, which is an example of negation.""
}","['negation', 'personification']",1,"['negation', 'personification']",0,0,GPT wrongly assings negation,[],TRUE
4430,[16],You really don't need to know anything.,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'anything'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The example text is an example of right-branching sentence structure, as it is grammatically complete but continues with modifying clauses ('to know anything').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence 'You really don't need to know anything.' continues with the modifying clause 'anything' which extends the main predicate 'know'.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence trails off without a concluding point, making it a loose sentence.""
}",['loose_sentences'],"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence trails off without a concluding point or additional information.""
}",['loose_sentences'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'anything.'""
}",['right_branching'],0,['loose_sentences'],1,0,GPT misinterpreting the 'loose' feature,[],TRUE
4431,[16],“I had no way to see into his mind.,Aspect,['simple'],['simple'],['simple'],TRUE,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The sentence 'I had no way to see into his mind' uses the perfect aspect to express a completed action in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there is no longer a way to see into his mind.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates that the action of not having a way to see into his mind is completed before a certain point in the past.""
}",['perfect'],1,"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there was no way to see into his mind in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there was no way to see into his mind in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there was no way to see into his mind in the past.""
}",['perfect'],1,['perfect'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],FALSE
4431,[16],“I had no way to see into his mind.,Language_varieties,"['correctness', 'clarity', 'middle']","['correctness', 'clarity', 'middle']","['correctness', 'clarity', 'middle']",TRUE,"['correctness', 'clarity', 'middle']","{
  ""Properties"": [""clarity""],
  ""Explanation"": ""The sentence is clear and understandable to the intended audience, as it effectively conveys the meaning without ambiguity.""
}",['clarity'],"{
  ""Properties"": [""clarity""],
  ""Explanation"": ""The sentence is clear and easily understandable to the intended audience, without any ambiguity.""
}",['clarity'],"{
  ""Properties"": [""clarity"", ""correctness""],
  ""Explanation"": ""The sentence is grammatically correct and clear in its meaning, making it understandable to the intended audience.""
}","['clarity', 'correctness']",FALSE,"{
  ""Properties"": [""clarity""],
  ""Explanation"": ""The sentence is clear and easily understandable to the intended audience.""
}",['clarity'],"{
  ""Properties"": [""clarity""],
  ""Explanation"": ""The sentence is clear and understandable to the intended audience, conveying the idea that the speaker had no way to understand the thoughts of another person.""
}",['clarity'],"{
  ""Properties"": [""clarity""],
  ""Explanation"": ""The sentence is clear and understandable to the intended audience, conveying the idea that the speaker had no way to understand what was going on in someone else's mind.""
}",['clarity'],1,['clarity'],1,0,,"['correctness', 'clarity', 'middle']",TRUE
4431,[16],“I had no way to see into his mind.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],FALSE,[],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to see into his mind', which functions as an adverb explaining the reason for not having a way to do something.""
}",['infinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to see into his mind', which functions as an adverb telling us why the speaker had no way.""
}",['infinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to see into his mind', which functions as an adverb and explains why the speaker had no way to do something.""
}",['infinitive_phrases'],TRUE,"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to see into his mind' which functions as the object of the verb 'had'. This infinitive phrase tells us the purpose or reason for not having a way.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The presence of the infinitive phrase 'to see into his mind' indicates the use of an adverbial infinitive, which tells us why the speaker had no way.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to see into his mind' which functions as the object of the verb 'had'. This infinitive phrase tells us the purpose or reason for not having a way.""
}",['inifinitive_phrases'],1,['inifinitive_phrases'],0,0,,[],TRUE
4431,[16],“I had no way to see into his mind.,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases ('to see into his mind').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence continues with a modifying clause 'to see into his mind' after the complete grammatical structure 'I had no way'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to see into his mind.'""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to see into his mind.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right-branching as it continues with the modifying clause 'to see into his mind' after the main clause 'I had no way'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to see into his mind.'""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,[],TRUE
4434,[ 8 16],No more games.,Sentence_architecture,[],[],[],TRUE,[],"{
    ""Properties"": [""Periodic sentences""],
    ""Explanation"": ""The statement 'No more games' is a complete thought and the meaning is delivered dramatically at the end, making it a periodic sentence.""
}",['Periodic_sentences'],"{
  ""Properties"": [""Periodic sentences""],
  ""Explanation"": ""The sentence 'No more games' can be seen as a periodic sentence as it delivers its meaning dramatically at the end, creating a sense of finality and emphasis.""
}",['Periodic_sentences'],"{
  ""Properties"": [""Periodic sentences""],
  ""Explanation"": ""The given sentence is a periodic sentence because it delivers its meaning dramatically at the end with no concluding point. The statement 'No more games' is a dramatic and conclusive end to the sentence.""
}",['Periodic_sentences'],TRUE,"{
  ""Properties"": [""Periodic sentences""],
  ""Explanation"": ""The sentence 'No more games.' is a periodic sentence as it delivers its meaning dramatically at the end without any additional modifying structures.""
}",['Periodic_sentences'],"{
  ""Properties"": [""Periodic sentences""],
  ""Explanation"": ""The sentence 'No more games.' delivers its meaning dramatically at the end, making it a periodic sentence.""
}",['Periodic_sentences'],"{
  ""Properties"": [""Periodic sentences""],
  ""Explanation"": ""The sentence 'No more games.' is a periodic sentence as it delivers its meaning, abruptly and dramatically, at the end with no preceding modifying structures or inserted material.""
}",['Periodic_sentences'],1,['Periodic_sentences'],1,0,GPT misinterpreting the 'periodic' feature,[],TRUE
4436,[16],“So what if this code is a gun?”,Mood,"['interrogative', 'subjunctive']",['interrogative'],['exclamatory'],FALSE,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood because it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood to seek information or clarification.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The example contains an interrogative mood, as it is asking a question.""
}",['interrogative'],TRUE,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],TRUE
4436,[16],“So what if this code is a gun?”,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'is a gun'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases, with the phrase 'this code is a gun' providing additional information.""
}",['right_branching'],"{
  ""Properties"": [""middle branching""],
  ""Explanation"": ""The sentence inserts material ('this code is a gun') between the subject ('So') and verb ('what if').""
}",['middle_branching'],FALSE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('is a gun').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'this code is a gun'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('is a gun').""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,[],TRUE
4440,[17],Once again the media are blaming the messenger instead of dealing with Islamic violence.,Aspect,['progressive'],['progressive'],['progressive'],TRUE,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of ongoing, completed, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the media blaming the messenger.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['progressive'],FALSE
4448,[17],"@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",Mood,['imperative'],['imperative'],['imperative'],TRUE,['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The text contains an imperative mood as it includes a directive/command to Theresa May.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it gives a directive or command to Theresa May.""
}",['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The text contains an imperative mood as it is issuing a command or directive to Theresa May.""
}",['imperative'],TRUE,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a command or directive to Theresa May.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a command or directive to Theresa May.""
}",['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The text contains an imperative mood, as it is giving a command or directive to Theresa May.""
}",['imperative'],1,['imperative'],1,1,,['imperative'],TRUE
4458,[ 8 17],"They want to prosecute Assange and maybe hang him from the rafters in Congress, but what about Judith Miller and The New York Times lying the West into war?",Mood,"['interrogative', 'indicative']",['interrogative'],['interrogative'],FALSE,"['interrogative', 'indicative']","{
  ""Properties"": [""imperative"", ""interrogative""],
  ""Explanation"": ""The text contains an imperative statement 'prosecute Assange' and an interrogative question 'what about Judith Miller and The New York Times lying the West into war?'""
}","['imperative', 'interrogative']","{
  ""Properties"": [""interrogative"", ""subjunctive""],
  ""Explanation"": ""The text contains an interrogative mood with the question 'but what about Judith Miller and The New York Times lying the West into war?' It also involves the subjunctive mood in 'They want to prosecute Assange and maybe hang him from the rafters in Congress' expressing a hypothetical or possible situation.""
}","['interrogative', 'subjunctive']","{
  ""Properties"": [""indicative"", ""interrogative""]
  ,
  ""Explanation"": ""The sentence contains a statement expressing a fact or opinion ('They want to prosecute Assange') and a question ('but what about Judith Miller and The New York Times lying the West into war?'). This indicates the use of both indicative and interrogative moods.""
}","['indicative', 'interrogative']",FALSE,"{
  ""Properties"": [""interrogative"", ""imperative""],
  ""Explanation"": ""The text contains an interrogative sentence ('but what about Judith Miller and The New York Times lying the West into war?') and an imperative ('prosecute Assange and maybe hang him from the rafters in Congress').""
}","['interrogative', 'imperative']","{
  ""Properties"": [""subjunctive"", ""interrogative""],
  ""Explanation"": ""The use of 'want' expresses a hypothetical or possible situation, indicating the use of the subjunctive mood. The sentence also contains an interrogative mood as it asks a question.""
}","['subjunctive', 'interrogative']","{
  ""Properties"": [""indicative"", ""interrogative""]
}

 	","['indicative', 'interrogative']",0,"['interrogative', 'imperative']",0,0,,"['interrogative', 'subjunctive']",FALSE
4466,[17],But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of.,Verb_choices,['modality'],['modality'],['modality'],TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'is' negates the accusation made against Shapira by stating that he himself is guilty.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The sentence contains the negation of Shapira following his own advice.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'is' is used to negate the initial assertion made about Shapira, emphasizing the contradiction in his behavior.""
}",['negation'],TRUE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'guilty' negates the innocence of Shapira, contradicting the accusation he makes against others.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'guilty' negates the innocence of Shapira, contradicting the accusation he makes against others.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'accuses' is negated by 'guilty of what he accuses others of.'""
}",['negation'],1,['negation'],1,0,GPT wrongly assings negation,['modality'],FALSE
4477,[17],"Seemingly heedless of these hard facts, President Trump – who himself avoided national military service in the 1960’s – keeps beating the war drums over North Korea and needling its thin-skinned regime with naval exercises, over-flights, and intensifying bombast.",Tropes,"['irony', 'metaphor']","['irony', 'metaphor']","['irony', 'metaphor']",TRUE,"['antonomasia', 'metaphor']","{
  ""Properties"": [""irony"", ""euphemism""],
  ""Explanation"": ""The statement 'President Trump – who himself avoided national military service in the 1960’s – keeps beating the war drums over North Korea' contains irony as it contrasts the president's avoidance of military service and his aggressive stance on war. The term 'beating the war drums' can be considered a euphemism for provoking or agitating for war.""
}","['irony', 'euphemism']","{
  ""Properties"": [""irony"", ""euphemism""],
  ""Explanation"": ""The text contains irony as it mentions the President 'beating the war drums' while he himself avoided military service. It also uses euphemism with the phrase 'avoided national military service' instead of 'dodged the draft.'""
}","['irony', 'euphemism']","{
  ""Properties"": [""irony"", ""euphemism""],
  ""Explanation"": ""The use of 'avoided' and 'beating the war drums' can be interpreted as ironic, as the president avoided military service but now engages in aggressive military rhetoric. Additionally, the phrase 'needling its thin-skinned regime' employs euphemism to describe antagonistic behavior towards North Korea.""
}","['irony', 'euphemism']",TRUE,"{
  ""Properties"": [""irony"", ""metonymy""],
  ""Explanation"": ""The use of 'President Trump' and 'himself' creates an ironic contrast between his actions and his avoidance of military service. The use of 'beating the war drums' and 'needling its thin-skinned regime' employs metonymy by substituting specific actions for the broader concept of military aggression.""
}","['irony', 'metonymy']","{
  ""Properties"": [""irony"", ""euphemism""],
  ""Explanation"": ""The use of 'seemingly heedless' is ironic because it implies that President Trump is not actually heedless, and the phrase 'avoided national military service' is a euphemism for not serving in the military.""
}","['irony', 'euphemism']","{
  ""Properties"": [""irony"", ""metonymy""],
  ""Explanation"": ""The use of 'President Trump' and 'himself' creates an ironic contrast, and 'beating the war drums' and 'needling its thin-skinned regime' are metonymies for aggressive actions.""
}","['irony', 'metonymy']",0,"['irony', 'metonymy']",0,0,,"['metaphor', 'hyperbole']",FALSE
4478,[17],Then he suggests that healing and reconciliation will only come if we take a hard look at our own flaws….,Parallelism,[],[],['grammatical_structure_(parison)'],FALSE,['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is evident in the comparison of the current situation with the suggestion for healing and reconciliation.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'healing and reconciliation' and 'take a hard look at our own flaws' follows a grammatical parallel structure, creating a sense of balance and coherence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'healing and reconciliation will only come if' followed by 'we take a hard look at our own flaws' exhibits parity in the grammatical structure of the clauses.""
}",['grammatical_structure_(parison)'],FALSE,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'healing and reconciliation' and 'take a hard look at our own flaws' exhibits a parity in the grammatical structure, creating a sense of balance and cohesion.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'healing and reconciliation' followed by 'take a hard look at our own flaws' demonstrates parity among longer clauses through repetition, indicating the presence of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'healing and reconciliation' and 'take a hard look at our own flaws' exhibits parity in grammatical structure, creating a sense of balance and cohesion in the sentence.""
}",['grammatical_structure_(parison)'],TRUE,['grammatical_structure_(parison)'],0,0,,[],FALSE
4650,[],"In the last months of his pontificate, Pope Benedict XVI had convened a meeting of all the apostolic nuncios in Rome, as Paul VI and St. John Paul II had done on several occasions.",Aspect,['perfect'],['perfect'],['perfect'],TRUE,['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a simple fact and refers to a completed action in the past ('had convened').""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past event without indicating any ongoing, habitual, or completed action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past event, without emphasizing the completion or ongoing nature of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an action that occurred in the past without emphasizing completion, ongoingness, or duration.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],FALSE
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Aspect,['simple'],['simple'],['simple'],TRUE,"['progressive', 'simple']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains the simple aspect as it expresses a simple fact, and the progressive aspect as it describes an ongoing or habitual action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the subject, without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains the simple aspect in 'He generated her in His Blood' to express a simple fact, and the progressive aspect in 'continually revives her with His Spirit' to show an ongoing or habitual action.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact (generation and revival) and also indicates a continuous or ongoing action (continually revives).""
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact about the continuous action of generating and reviving, indicating a progressive aspect.""
}","['simple', 'progressive']",0,"['simple', 'progressive']",1,0,Seems to be relying on the definition provided in a looser way,['simple'],FALSE
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Figures_of_word_choice,['ploce'],['ploce'],['ploce'],TRUE,"['emphasis', 'ploce']","{
  ""Properties"": [""anatanaclasis""],
  ""Explanation"": ""The word 'her' is repeated, but its meaning changes in each instance - the first refers to a person, while the second refers to the church, indicating a pun.""
}",['anatanaclasis'],"{
  ""Properties"": [""polyptoton""],
  ""Explanation"": ""The repetition of the word 'her' in different forms ('her' and 'His') constitutes a polyptoton, a change of case or reusing the same word in different form.""
}",['polyptoton'],"{
  ""Properties"": [""polyptoton""],
  ""Explanation"": ""The repetition of 'her' in different forms ('her' and 'her') with different meanings ('her' as a direct object and 'her' as the subject) qualifies as polyptoton.""
}",['polyptoton'],FALSE,"{
  ""Properties"": [""emphasis""],
  ""Explanation"": ""The use of 'His Blood' and 'His Spirit' emphasizes the significance and power of the action, suggesting a deeper meaning beyond the literal words.""
}",['emphasis'],timeout,[],"{
  ""Properties"": [""polyptoton""],
  ""Explanation"": ""The repetition of 'her' in different forms ('her' and 'her') emphasizes the ongoing and continuous nature of the action, highlighting the relationship between 'her' and the divine entities mentioned.""
}",['polyptoton'],0,['emphasis'],0,0,GPT explanation doesn't reflect given sentence,[],FALSE
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Tropes,['metaphor'],['metaphor'],['metaphor'],TRUE,['metaphor'],"{
  ""Properties"": [""metaphor""],
  ""Explanation"": ""The phrase 'generated her in His Blood' and 'revives her with His Spirit' use religious symbolism to metaphorically describe the creation and sustaining of something significant.""
}",['metaphor'],"{
  ""Properties"": [""metaphor""],
  ""Explanation"": ""The use of 'His Blood' and 'His Spirit' in a non-literal sense to suggest the ongoing sustenance and creation of something, indicates the presence of metaphor.""
}",['metaphor'],"{
  ""Properties"": [""metaphor""],
  ""Explanation"": ""The phrase 'generated her in His Blood' uses a metaphor by bringing a term from an 'alien' semantic field (generation) to create a novel paring (generating a person with blood) that expresses a point trenchantly.""
}",['metaphor'],TRUE,"{
  ""Properties"": [""metaphor"", ""hyperbole""],
  ""Explanation"": ""The use of 'generated her in His Blood' and 'continually revives her with His Spirit' are metaphorical expressions, bringing terms from an 'alien' semantic field to create novel pairings that express a point trenchantly. The use of 'His Blood' and 'His Spirit' also exhibits hyperbole, as it is an exaggerated statement not meant to be taken literally.""
}","['metaphor', 'hyperbole']","{
  ""Properties"": [""metaphor""],
  ""Explanation"": ""The use of 'generated her in His Blood' and 'revives her with His Spirit' creates a novel pairing of religious and spiritual concepts to express a point trenchantly.""
}",['metaphor'],"{
  ""Properties"": [""metaphor""],
  ""Explanation"": ""The use of 'generated her in His Blood' and 'revives her with His Spirit' creates a novel pairing that expresses a point trenchantly, making it a metaphor.""
}",['metaphor'],0,['metaphor'],1,1,,['metaphor'],TRUE
