PTC_id,text,feature,properties
9909,"A team of experts have warned that huge seismic events, including volcanic eruptions, plunging global temperatures and destabilization of the Earth’s crust will become more common after worrying changes to the surface of the Sun were recorded.","Subject choices","abstractions,humans"
9909,"A team of experts have warned that huge seismic events, including volcanic eruptions, plunging global temperatures and destabilization of the Earth’s crust will become more common after worrying changes to the surface of the Sun were recorded.",Tense,"present,future,past"
9909,"A team of experts have warned that huge seismic events, including volcanic eruptions, plunging global temperatures and destabilization of the Earth’s crust will become more common after worrying changes to the surface of the Sun were recorded.","Verb choices",modality
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.",Aspect,simple
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.","Language varieties","correctness,middle,clarity"
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.","Lexical and semantic fields","abstract,definite/hypothesis,indefinite/thesis"
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.","Modifying clauses",subordinate
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.",Mood,indicative
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.",Predication,"active,stative"
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.","Subject choices","humans,abstractions"
10166,"Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.",Tense,"present,past"
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
",Aspect,simple
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
","Language varieties","correctness,clarity,middle"
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
",Predication,"stative,active"
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
","Subject choices","humans,abstractions"
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
",Tense,"present,future"
10355,"I don't doubt it.
This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
","Verb choices","negation,modality"
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
",Aspect,simple
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
","Language varieties","clarity,middle,correctness"
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
","Modifying clauses",adjective
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
",Mood,indicative
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
","Phrases built on nouns",appositives
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
",Predication,"active,stative"
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
","Subject choices","humans,abstractions"
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
",Tense,past
10977,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.
","Verb choices","negation,modality"
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.",Aspect,simple
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.","Language varieties","correctness,clarity,middle"
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.",Mood,indicative
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.","New words and changing uses",prefixes/suffixes
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.",Predication,"active,stative"
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.","Subject choices","abstractions,humans"
11555,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president.",Tense,"present,past"
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.",Aspect,"simple,perfect"
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.","Language varieties","correctness,clarity,middle"
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.","Lexical and semantic fields","concrete,definite/hypothesis,indefinite/thesis,abstract"
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.",Mood,indicative
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.","Phrases built on nouns",appositives
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.",Predication,"active,stative"
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.","Subject choices","humans,abstractions"
11852,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.",Tense,"present,past"
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”",Aspect,simple
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","Language varieties","clarity,middle,correctness"
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","Modifying clauses","subordinate,comparitive"
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”",Mood,indicative
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","New words and changing uses",acronyms
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”",Predication,"active,stative"
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","Subject choices","humans,abstractions"
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”",Tense,present
12838,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","Verb choices",modality
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Aspect,"simple,perfect"
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.","Language varieties","correctness,middle,clarity"
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Mood,indicative
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Predication,"active,stative"
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.","Subject choices","abstractions,humans"
12883,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Tense,"present,past"
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.",Aspect,simple
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.","Language varieties","correctness,clarity,middle"
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.","Lexical and semantic fields","definite/hypothesis,indefinite/thesis,abstract"
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.",Mood,indicative
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.",Predication,active
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.","Subject choices","humans,abstractions"
13063,"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.",Tense,"present,past"
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
",Aspect,simple
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
","Language varieties","correctness,clarity,forcefulness,middle"
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
","Lexical and semantic fields","abstract,concrete,indefinite/thesis,definite/hypothesis"
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
","Modifying clauses",conditional
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
",Predication,"stative,active"
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
","Subject choices","humans,abstractions"
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
",Tense,"present,past"
13670,"Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Second – burn them to death.
Third – throw ’em off a cliff.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
Fifth – a combination of the above.”
The mayor added: “He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.
","Verb choices","negation,modality"
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe",Aspect,"simple,perfect"
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe","Language varieties","correctness,middle,clarity"
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe","Lexical and semantic fields","abstract,concrete,indefinite/thesis,definite/hypothesis"
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe","Modifying clauses",noun
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe",Mood,indicative
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe","New words and changing uses",compounds
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe",Predication,active
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe","Subject choices",humans
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe",Tense,present
13889,"Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe","Verb choices",modality
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Aspect,simple
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”","Figures of word choice",emphasis
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”","Language varieties","correctness,clarity,middle"
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”","Lexical and semantic fields","definite/hypothesis,indefinite/thesis,abstract"
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Mood,indicative
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”","New words and changing uses",acronyms
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Predication,active
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”","Subject choices","humans,abstractions"
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Tense,"present,past"
14036,"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”","Verb choices",modality
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.",Aspect,simple
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.","Language varieties","clarity,middle,correctness"
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.","Lexical and semantic fields","abstract,concrete,indefinite/thesis,definite/hypothesis"
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.","Modifying clauses",noun
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.",Mood,indicative
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.","New words and changing uses",compounds
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.",Predication,"active,stative"
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.","Subject choices",humans
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.",Tense,"present,past"
14168,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.","Verb choices","negation,modality"
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.",Aspect,simple
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.","Language varieties","correctness,middle,clarity,forcefulness"
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.","Lexical and semantic fields","indefinite/thesis,definite/hypothesis,abstract"
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.","Modifying clauses",subordinate
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.",Mood,indicative
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.",Predication,"active,stative"
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.","Subject choices",humans
14657,"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set.",Tense,"past,present"
15039,"According to church expert John L Allen, an editor at specialized website Crux.com, the Catholic Church has a structural problem when it comes to dealing with cover up accusations.
“Sixteen years since the crisis first erupted in the U.S., almost ten years since that happened in Ireland, and now more than five years since Francis was elected, the Catholic Church still has no credible, transparent process for handling cases when the accusation against a bishop isn’t the direct commission of abuse but rather covering up someone else’s crimes,” Allen said in a Sunday column.
",Aspect,"simple,perfect"
