sentence_id,count,properties,all_properties,all_count,feature_id
748,1,"[{'left branching', 'middle branching'}]","[{'left branching', 'middle branching'}]",1,Sentence_architecture
748,2,"[{'by sentence role', 'by position'}, {'by position'}]","[{'by sentence role', 'by position'}, {'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
4283,1,[{'Old English Core'}],"[{'Old English Core'}, {'Old English Core'}, {'Old English Core'}]",3,Language_of_origin
4283,1,[{'foreign borrowing'}],"[{'foreign borrowing'}, {'foreign borrowing'}, {'foreign borrowing'}]",2,New_words_and_changing_uses
4283,2,"[{'abstract', 'indefinite/thesis'}, {'abstract', 'definite/hypothesis'}]","[{'abstract', 'indefinite/thesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}]",7,Lexical_and_semantic_fields
4283,2,"[{'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'appropriateness', 'forcefulness', 'correctness'}]","[{'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'appropriateness', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",2,Language_varieties
4283,2,"[{'hyperbole'}, {'hyperbole', 'metaphor'}]","[{'hyperbole'}, {'hyperbole', 'metaphor'}, {'hyperbole', 'metaphor'}, {'hyperbole'}, {'hyperbole', 'metaphor'}, {'hyperbole', 'metaphor'}]",3,Tropes
4283,1,[{'active'}],"[{'active'}, {'active'}, {'active'}]",2,Predication
4283,2,"[{'abstractions', 'concepts'}, {'humans', 'concepts'}]","[{'abstractions', 'concepts'}, {'abstractions', 'concepts'}, {'humans', 'concepts'}, {'abstractions', 'things'}, {'abstractions', 'concepts'}, {'humans', 'abstractions'}]",3,Subject_choices
4283,1,[{'present'}],"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",2,Tense
4283,2,"[{'simple'}, {'present'}]","[{'simple'}, {'present'}, {'simple'}, {'simple'}]",4,Aspect
4283,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}, {'indicative'}]",4,Mood
4283,1,[{'modality'}],[{'modality'}],1,Verb_choices
4283,2,"[{'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}]","[{'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}]",16,Modifying_phrases
4283,2,"[{'left branching', 'right branching'}, {'left branching'}]","[{'left branching', 'right branching'}, {'left branching'}]",2,Sentence_architecture
4283,1,[{'by position'}],"[{'by position'}, {'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
4283,0,[],[],0,Figures_of_word_choice
4283,1,[set()],[],1,Modifying_clauses
4283,1,[set()],[],2,Phrases_built_on_nouns
751,1,"[{'Old English Core', 'Latin/Greek'}]","[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",1,Language_of_origin
751,3,"[{'clipping', 'analogy'}, {''}, {'conversions'}]","[{'conversions'}, {'clipping', 'analogy'}, {'conversions'}]",3,New_words_and_changing_uses
751,3,"[{'definite/hypothesis', 'concrete'}, {'conversions'}, {'definite/hypothesis', 'concrete', 'indefinite/thesis'}]","[{'definite/hypothesis', 'concrete', 'indefinite/thesis'}, {'definite/hypothesis', 'concrete', 'indefinite/thesis'}, {'definite/hypothesis', 'concrete', 'indefinite/thesis'}, {'definite/hypothesis', 'concrete', 'indefinite/thesis'}, {'definite/hypothesis', 'concrete', 'indefinite/thesis'}, {'conversions'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",8,Lexical_and_semantic_fields
751,1,"[{'middle', 'clarity', 'appropriateness', 'correctness'}]","[{'middle', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}]",1,Language_varieties
751,2,"[{'metaphor'}, {'hyperbole', 'metaphor'}]","[{'hyperbole', 'metaphor'}, {'hyperbole', 'metaphor'}, {'hyperbole', 'metaphor'}, {'metaphor'}, {'hyperbole', 'metonymy'}, {'metonymy'}, {'hyperbole', 'metonymy'}]",4,Tropes
751,2,"[{'compound', 'active'}, {'active'}]","[{'active'}, {'active'}, {'active'}, {'active'}, {'compound', 'active'}, {'compound', 'active'}]",6,Predication
751,1,"[{'humans', 'abstractions', 'things'}]","[{'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'concepts', 'things'}, {'humans', 'things'}, {'humans', 'abstractions', 'concepts', 'things'}]",5,Subject_choices
751,1,"[{'present', 'past'}]","[{'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}]",7,Tense
751,2,"[{'perfect'}, {'present', 'past'}]","[{'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'perfect'}, {'perfect'}, {'perfect'}]",12,Aspect
751,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",1,Mood
751,1,"[{'nominalization', 'personification'}]","[{'nominalization', 'personification'}]",1,Verb_choices
751,2,"[{'subordinate', 'adjective'}, {'adjective'}]","[{'subordinate', 'adjective'}, {'subordinate', 'adjective'}, {'adjective'}, {'adjective'}]",4,Modifying_clauses
751,1,[{'participal phrases'}],"[{'participal phrases'}, {'participal phrases'}, {'participal phrases'}]",1,Phrases_built_on_verbs
751,1,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]","[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",16,Modifying_phrases
751,2,"[{'left branching', 'right branching'}, {'left branching', 'right branching', 'middle branching'}]","[{'left branching', 'right branching'}, {'left branching', 'right branching', 'middle branching'}]",2,Sentence_architecture
751,2,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
4287,3,"[{'Old English Core', 'Latin/Greek'}, {'adjective', 'conditional'}, {'stress', 'innotation'}]","[{'Old English Core', 'Latin/Greek'}, {'Old English Core'}, {'Old English Core'}]",3,Language_of_origin
4287,2,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}]","[{'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",10,Lexical_and_semantic_fields
4287,3,"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}]","[{'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}]",3,Language_varieties
4287,3,"[{'hyperbole', 'antonomasia', 'metonymy'}, {'metaphor', 'antonomasia'}, {'irony', 'metaphor'}]","[{'irony', 'metaphor'}, {'metaphor', 'antonomasia'}, {'metaphor', 'antonomasia'}, {'hyperbole', 'antonomasia', 'metonymy'}, {'hyperbole', 'antonomasia', 'metonymy'}, {'antonomasia', 'metonymy'}, {'metaphor', 'antonomasia'}, {'metaphor', 'antonomasia'}]",5,Tropes
4287,3,"[{'simple'}, {'active'}, {'stative', 'active'}]","[{'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'simple'}, {'stative', 'active'}]",12,Predication
4287,1,"[{'humans', 'abstractions', 'rhetorical participants'}]","[{'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}, {'humans', 'rhetorical participants', 'concepts'}, {'humans', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants'}]",8,Subject_choices
4287,2,"[{'present', 'past'}, {'present', 'past'}]","[{'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'past'}]",10,Tense
4287,2,"[{'simple'}, {'present', 'past'}]","[{'present', 'past'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",13,Aspect
4287,3,"[{'indicative'}, {'subjunctive', 'indicative', 'imperative'}, {'present', 'past'}]","[{'indicative'}, {'subjunctive', 'indicative', 'imperative'}, {'subjunctive', 'indicative', 'imperative'}, {'subjunctive', 'indicative', 'imperative'}, {'subjunctive', 'indicative', 'imperative'}, {'subjunctive', 'indicative', 'imperative'}, {'subjunctive', 'indicative', 'imperative'}, {'present', 'past'}, {'indicative'}]",9,Mood
4287,2,"[{'modality', 'personification'}, {'negation', 'modality'}]","[{'modality', 'personification'}, {'modality', 'personification'}, {'modality', 'personification'}, {'modality', 'personification'}, {'modality', 'personification'}, {'modality', 'personification'}, {'modality', 'personification'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}]",12,Verb_choices
4287,2,"[{'adjective', 'conditional'}, {'conditional'}]","[{'adjective', 'conditional'}, {'adjective', 'conditional'}, {'adjective', 'conditional'}, {'adjective', 'conditional'}, {'conditional'}, {'conditional'}]",6,Modifying_clauses
4287,1,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]","[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",10,Modifying_phrases
4287,2,"[{'loose sentences', 'right branching'}, {'left branching', 'right branching', 'Periodic sentences'}]","[{'loose sentences', 'right branching'}, {'left branching', 'right branching', 'Periodic sentences'}]",2,Sentence_architecture
4287,1,"[{'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
4287,2,"[{'emphasis', 'ploce'}, {'emphasis'}]","[{'emphasis', 'ploce'}, {'emphasis'}, {'emphasis'}]",2,Figures_of_word_choice
4287,1,[set()],[],1,Phrases_built_on_verbs
4287,1,"[{'eduction', 'definition as figure', 'strategic repetition'}]","[{'eduction', 'definition as figure', 'strategic repetition'}, {'eduction'}, {'defintion as figure', 'eduction'}]",1,Figures_of_argument
4292,1,[{'Old English Core'}],"[{'Old English Core'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core'}]",1,Language_of_origin
4292,2,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]","[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",21,Lexical_and_semantic_fields
4292,2,"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'high', 'forcefulness', 'clarity', 'correctness'}]","[{'middle', 'high', 'forcefulness', 'clarity', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}]",2,Language_varieties
4292,2,"[{'hyperbole', 'metonymy'}, {'hyperbole'}]","[{'hyperbole', 'metonymy'}, {'hyperbole'}, {'hyperbole', 'metonymy'}, {'hyperbole'}, {'hyperbole', 'metonymy'}]",2,Tropes
4292,2,"[{'stative', 'compound', 'active'}, {'active'}]","[{'active'}, {'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}]",6,Predication
4292,2,"[{'humans', 'abstractions'}, {'humans', 'things'}]","[{'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'things'}, {'humans', 'abstractions'}]",4,Subject_choices
4292,1,[{'present'}],"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",4,Tense
4292,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",8,Aspect
4292,1,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]","[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",13,Modifying_phrases
4292,2,"[{'periodic sentences', 'right branching'}, {'left branching', 'right branching', 'middle branching'}]","[{'left branching', 'right branching', 'middle branching'}, {'periodic sentences', 'right branching'}, {'left branching', 'right branching'}, {'left branching', 'right branching'}, {'left branching', 'right branching'}]",2,Sentence_architecture
4292,2,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",3,Emphasis
4292,1,[{'strategic repetition'}],"[{'strategic repetition'}, {'strategic repetition'}, {'strategic repetition'}]",1,Figures_of_argument
4292,1,[{'asyndenton'}],[{'asyndenton'}],1,Series
4292,1,[{'foreign borrowing'}],"[{'foreign borrowing'}, {'foreign borrowing'}, {'proper nouns to common nouns'}]",2,New_words_and_changing_uses
4292,2,"[{'emphasis'}, {'strategic repetition'}]","[{'emphasis'}, {'emphasis'}, {'emphasis'}]",2,Figures_of_word_choice
4292,1,"[{'indicative', 'imperative'}]","[{'indicative', 'imperative'}, {'indicative', 'imperative'}, {'indicative', 'imperative'}]",1,Mood
4292,1,[{'negation'}],[{'negation'}],1,Verb_choices
4292,1,[set()],"[{'noun'}, set(), set()]",2,Modifying_clauses
804,2,"[{'Norman French', 'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core'}]","[{'Norman French', 'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core'}, {'Norman French', 'Old English Core', 'Latin/Greek'}]",2,Language_of_origin
804,1,[set()],"[{'conversions'}, {'conversion'}, {'clipping', 'conversions'}]",3,New_words_and_changing_uses
804,1,"[{'definite/hypothesis', 'concrete'}]","[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",11,Lexical_and_semantic_fields
804,1,"[{'clarity', 'middle', 'correctness'}]","[{'clarity', 'middle', 'correctness'}, {'clarity', 'middle', 'correctness'}, {'clarity', 'middle', 'correctness'}]",3,Language_varieties
804,1,"[{'compound', 'active'}]","[{'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}]",10,Predication
804,1,"[{'humans', 'things'}]","[{'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}, {'humans', 'things'}]",5,Subject_choices
804,1,[{'past'}],"[{'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}]",6,Tense
804,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",7,Aspect
804,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",2,Mood
804,1,[{'negation'}],"[{'negation'}, {'negation'}, {'negation'}]",3,Verb_choices
804,1,"[{'adjective', 'noun'}]","[{'adjective', 'noun'}, {'adjective', 'noun'}, {'adjective', 'noun'}]",3,Modifying_clauses
804,1,[{'participal phrases'}],"[{'participal phrases'}, {'participal phrases'}, {'participal phrases'}]",1,Phrases_built_on_verbs
804,2,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, set()]","[set(), set(), {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",7,Modifying_phrases
804,2,"[{'left branching', 'right branching', 'middle branching', 'Periodic sentences'}, {'left branching', 'right branching', 'middle branching'}]","[{'left branching', 'right branching', 'middle branching'}, {'left branching', 'right branching', 'middle branching', 'Periodic sentences'}]",2,Sentence_architecture
804,1,"[{'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
804,1,[{'synecdoche'}],"[{'synecdoche'}, {'synecdoche', 'metonymy'}, set(), {'metaphor', 'synecdoche'}]",1,Tropes
812,1,[{'Old English Core'}],"[{'Old English Core'}, {'Old English Core'}, {'Old English Core'}]",2,Language_of_origin
812,1,"[{'definite/hypothesis', 'concrete'}]","[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",11,Lexical_and_semantic_fields
812,1,"[{'clarity', 'middle', 'forcefulness', 'correctness'}]","[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'correctness'}]",1,Language_varieties
812,1,[set()],"[{'active'}, {'active'}, {'active'}]",5,Predication
812,2,"[{'humans', 'things'}, {'abstractions', 'things'}]","[{'humans', 'things'}, {'humans', 'things'}, {'abstractions', 'things'}, {'abstractions', 'things'}, {'concepts', 'things'}, {'abstractions', 'things'}, {'abstractions', 'things'}]",4,Subject_choices
812,1,[{'present'}],"[{'present'}, {'present'}, {'present'}, {'present'}]",4,Tense
812,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",5,Aspect
812,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",2,Mood
812,2,"[{'negation'}, {'nominalization'}]","[{'nominalization'}, {'nominalization'}, {'negation'}, {'negation'}]",4,Verb_choices
812,1,[set()],[],2,Modifying_clauses
812,2,"[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers'}]","[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers'}]",4,Modifying_phrases
812,1,[{'by position'}],"[{'by position'}, {'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
812,1,[{'emphasis'}],"[{'emphasis'}, {'agnominatio'}, {'emphasis'}]",1,Figures_of_word_choice
812,1,[{'Right Branching'}],[{'Right Branching'}],1,Sentence_architecture
812,1,[set()],[],1,Figures_of_argument
848,1,"[{'Norman French', 'Old English Core'}]","[{'Norman French', 'Old English Core'}, {'Norman French', 'Old English Core'}, {'Norman French', 'Old English Core'}]",2,Language_of_origin
848,1,"[{'definite/hypothesis', 'concrete'}]","[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",5,Lexical_and_semantic_fields
848,2,"[{'middle', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'correctness'}]","[{'clarity', 'middle', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'correctness'}]",2,Language_varieties
848,1,[{'active'}],"[{'active'}, {'active'}, {'active'}]",3,Predication
848,1,[{'present'}],"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",3,Tense
848,2,"[{'progressive'}, {'stative', 'active'}]","[{'stative', 'active'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}]",6,Aspect
848,2,"[{'humans', 'rhetorical participants'}, {'humans'}]","[{'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans'}, {'humans'}, {'humans'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}]",6,Subject_choices
848,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",2,Mood
848,1,[{'negation'}],"[{'negation'}, {'negation'}]",2,Verb_choices
848,2,"[{'subordinate', 'noun'}, {'subordinate'}]","[{'subordinate'}, {'subordinate', 'noun'}, {'subordinate'}]",2,Modifying_clauses
848,1,"[{'single word modifiers', 'prepositional phrases'}]","[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}]",4,Modifying_phrases
848,2,"[{'right branching'}, {'middle branching'}]","[{'middle branching'}, {'right branching'}]",2,Sentence_architecture
848,1,"[{'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role'}, {'by sentence role', 'by position'}]",1,Emphasis
848,1,[set()],[],1,Tropes
900,1,"[{'Norman French', 'Old English Core', 'Latin/Greek'}]","[{'Norman French', 'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}]",2,Language_of_origin
900,1,[set()],[],2,New_words_and_changing_uses
900,2,"[{'abstract', 'definite/hypothesis'}, {'abstract', 'concrete'}]","[{'abstract', 'concrete'}, {'abstract', 'concrete'}, {'abstract', 'concrete'}, {'abstract', 'concrete'}, {'abstract', 'concrete'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}]",10,Lexical_and_semantic_fields
900,2,"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}]","[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'correctness'}]",2,Language_varieties
900,1,[{'active'}],"[{'active'}, {'active'}, {'stative', 'active'}]",2,Predication
900,1,[{'past'}],"[{'past'}, {'past'}, {'past'}, {'past'}]",1,Tense
900,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}]",1,Aspect
900,2,"[{'humans', 'rhetorical participants'}, {'humans', 'abstractions'}]","[{'humans', 'abstractions'}, {'humans', 'rhetorical participants'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}]",2,Subject_choices
900,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",1,Mood
